13,9
9,1
10,3
9,8
15,4
8
13
6,4
11,5
10,7
10,2
6,6
8,4
9,9
11,9
9,6
10,7
10
11,4
10,3
7,7
13,8
9,6
9,4
11,5
9,2
9
9,4
9,9
10,6
10,1
12,6
8,4
5,6
8,2
11,7
